HOUSEID,WTHHFIN,NUMADLT,HOMEOWN,HOMETYPE,RAIL,CENSUS_D,CENSUS_R,HH_HISP,DRVRCNT,CNTTDHH,CDIVMSAR,HHFAMINC_IMP,HHSIZE,HHVEHCNT,HHRELATD,LIF_CYC,MSASIZE,URBANSIZE,URBRUR,PPT517,YOUNGCHILD,RESP_CNT,URBRUR_2010,WRKCOUNT
0,5144.008349,2,1,1,1,5,3,2,2,8,51,10,2,2,1,10,5,4,1,0,0,2,1,1
0,50010.16437,1,3,2,1,9,4,2,0,0,91,1,1,0,2,9,5,4,1,0,0,1,1,0
0,5131.995038,1,3,3,1,3,2,2,0,2,31,6,1,0,2,1,5,4,1,0,0,1,1,1
0,35357.02784,1,1,1,2,3,2,2,1,3,33,6,1,1,2,1,3,2,1,0,0,1,1,1
0,15449.57475,2,1,1,2,9,4,2,3,0,93,5,4,3,1,6,1,1,1,2,0,4,1,2
0,4356.597487,2,1,1,2,4,2,2,2,13,42,10,4,2,1,6,4,6,2,2,0,3,2,2
0,31690.67503,1,1,1,2,8,4,2,1,2,82,6,1,1,2,1,4,5,1,0,0,1,1,1
0,17862.5505,1,1,1,2,3,2,2,1,2,32,7,1,1,2,1,4,1,1,0,0,1,1,1
0,30169.66673,1,1,2,2,6,3,2,1,0,63,6,1,1,2,1,2,2,1,0,0,1,1,1
0,34504.09957,1,3,3,2,7,3,2,1,0,73,4,1,1,2,1,1,1,1,0,0,1,1,1
0,12090.90583,1,3,3,2,8,4,2,1,5,83,5,1,1,2,9,3,3,1,0,0,1,1,0
0,12795.14065,2,2,1,2,7,3,2,2,2,72,4,2,2,1,10,4,1,1,0,0,2,1,0
0,16131.41048,1,2,1,2,7,3,2,1,0,74,1,1,1,2,9,6,6,2,0,0,1,1,0
0,15548.32433,1,2,4,2,7,3,2,1,2,72,1,1,1,2,1,4,5,1,0,0,1,1,0
0,25335.55079,1,3,1,2,7,3,2,1,2,74,1,1,0,2,1,6,6,1,0,0,1,1,0
0,14218.62555,1,1,1,2,3,2,2,1,0,34,4,1,1,2,1,6,6,2,0,0,1,2,1
0,28704.92036,1,3,3,2,7,3,2,1,2,72,2,1,0,2,9,5,5,1,0,0,1,1,1
0,5258.40431,1,1,1,2,7,3,2,1,2,73,4,1,1,2,9,1,6,1,0,0,1,1,0
0,25403.15205,1,2,1,2,5,3,2,1,3,53,6,1,3,2,1,1,6,2,0,0,1,2,0
0,10837.60634,3,1,1,2,5,3,1,3,8,53,8,3,2,1,10,3,1,1,0,0,3,1,0
0,29739.15545,1,1,2,2,4,2,2,1,1,42,8,1,1,2,1,5,5,1,0,0,1,1,1
0,11532.78268,3,1,1,2,2,1,2,3,18,23,9,3,3,1,2,3,2,1,0,0,3,1,3
0,9196.730284,1,1,1,2,9,4,2,1,3,93,8,1,2,2,1,2,2,1,0,0,1,1,1
0,7840.553534,2,3,3,2,4,2,2,2,0,43,4,2,1,1,10,1,6,1,0,0,2,1,0
0,13425.51508,2,1,4,2,5,3,2,2,1,53,6,2,2,1,2,2,6,2,0,0,2,2,2
0,14553.20788,2,2,2,2,8,4,2,2,2,82,8,2,2,1,10,5,5,1,0,0,2,1,0
0,7809.232074,2,1,1,2,5,3,2,2,12,53,10,4,2,1,6,1,6,1,2,0,4,2,2
0,6171.162185,2,1,1,2,7,3,2,2,4,72,8,2,2,1,10,5,5,1,0,0,2,1,0
0,9432.44628,2,2,1,2,4,2,2,2,8,42,4,2,2,1,10,4,5,1,0,0,2,1,0
0,28972.72747,2,3,3,1,2,1,1,1,2,21,8,2,0,1,2,5,4,1,0,0,2,1,2
0,9942.317704,2,1,1,2,9,4,2,3,6,92,9,3,3,1,8,4,5,1,1,0,3,1,0
0,30298.81583,3,2,1,2,3,2,2,1,4,33,7,3,2,1,10,3,3,1,0,0,3,1,1
0,6267.279939,2,1,1,2,7,3,2,2,2,72,11,2,4,1,2,5,5,1,0,0,2,2,2
0,5114.563354,2,1,1,2,3,2,2,2,5,33,9,3,2,1,6,3,2,1,1,0,3,1,2
0,9098.047951,2,2,1,2,6,3,2,2,17,63,11,3,2,1,6,2,2,1,1,0,3,1,1
0,45362.29999,1,3,2,1,2,1,2,0,0,21,10,1,0,2,1,5,4,1,0,0,1,1,0
0,283794.2703,3,1,1,2,3,2,1,3,8,33,11,3,3,1,8,3,3,1,0,0,3,1,3
0,25337.02431,1,3,2,2,2,1,2,1,3,22,9,1,1,2,1,4,5,1,0,0,1,1,0
0,5110.764864,2,1,1,2,5,3,2,2,1,53,7,2,2,1,10,3,2,1,0,0,2,1,0
0,11138.8016,4,2,1,2,9,4,2,3,2,92,10,4,3,1,10,5,6,2,0,0,4,2,0
0,5006.05921,2,3,3,1,2,1,2,2,4,21,5,2,2,1,10,5,4,1,0,0,2,1,1
0,35126.75042,4,1,1,2,7,3,1,3,4,73,4,4,2,1,10,1,6,1,0,0,4,1,2
0,5584.87566,1,2,1,2,2,1,2,1,2,23,4,1,1,2,9,2,1,1,0,0,1,1,0
0,8409.960734,1,2,1,2,5,3,2,1,2,53,4,1,1,2,9,2,2,1,0,0,1,1,0
0,12035.4503,2,2,1,2,4,2,2,1,1,42,8,2,1,1,10,5,5,1,0,0,2,1,0
0,31682.51225,2,1,1,2,9,4,2,2,3,92,5,2,2,1,10,4,5,1,0,0,2,1,0
0,13644.70965,1,1,2,2,2,1,2,1,2,22,6,1,1,2,9,4,5,1,0,0,1,1,0
0,26863.47252,2,1,1,2,8,4,2,2,3,82,6,5,0,1,4,4,6,2,2,1,4,1,1
0,31478.41593,2,3,1,2,1,1,2,2,4,14,7,2,2,1,10,6,6,2,0,0,2,2,1
0,13975.09103,2,1,1,2,4,2,2,2,9,42,8,2,2,1,2,5,5,1,0,0,2,1,2
0,18501.75422,3,2,1,1,5,3,2,3,14,51,11,6,3,1,4,5,4,1,2,1,5,1,1
0,36608.339,2,1,1,2,3,2,2,2,0,33,6,2,7,1,10,1,1,1,0,0,2,1,0
0,25822.93257,1,3,3,2,7,3,1,0,0,73,2,1,0,2,1,2,2,1,0,0,1,1,0
0,12096.86998,3,1,1,2,5,3,2,3,0,52,6,3,3,1,10,4,5,1,0,0,3,1,2
0,28578.57196,2,3,4,2,5,3,2,2,21,54,4,7,1,1,6,6,6,2,5,0,7,2,2
0,15462.21275,1,3,2,2,7,3,2,1,0,72,1,1,1,2,1,5,5,1,0,0,1,1,0
0,16097.80589,2,3,2,2,4,2,2,2,0,42,5,2,1,1,10,4,5,1,0,0,2,1,0
0,9076.652131,2,1,1,2,6,3,2,2,7,62,7,3,2,1,5,4,3,1,1,0,3,1,2
0,14928.37715,2,3,3,2,2,1,2,2,2,22,7,2,2,1,2,4,3,1,0,0,2,1,2
0,11919.22706,2,1,1,2,9,4,2,2,0,92,5,2,2,1,10,4,5,1,0,0,2,1,0
0,7793.848109,2,3,3,2,3,2,2,1,2,32,6,2,1,1,2,4,5,1,0,0,2,1,2
0,6521.670925,2,2,1,2,4,2,2,1,4,43,3,2,1,1,10,2,2,1,0,0,2,1,0
0,8692.172234,2,3,3,2,3,2,2,2,0,32,1,2,2,2,2,5,5,1,0,0,2,1,2
0,39328.20282,2,3,1,2,3,2,2,2,3,33,4,4,2,1,4,1,6,1,0,2,2,1,2
0,7270.525766,2,2,1,1,2,1,2,2,5,21,11,2,2,1,2,5,4,1,0,0,2,1,1
0,18570.92986,1,1,1,2,8,4,2,1,0,82,6,2,2,1,7,5,5,1,1,0,2,1,0
0,13762.1976,2,3,3,2,7,3,2,2,6,73,5,2,2,2,2,2,2,1,0,0,2,1,2
0,5830.595091,2,2,1,2,7,3,2,2,4,72,11,2,3,1,10,5,5,1,0,0,2,1,0
0,9848.480987,1,3,1,2,5,3,2,1,0,53,11,1,1,2,1,2,2,1,0,0,1,1,1
0,11832.53775,1,3,2,2,6,3,2,1,10,63,3,3,0,1,5,3,2,1,2,0,3,1,1
0,14985.18326,2,3,1,1,5,3,1,2,6,51,6,6,2,1,4,5,4,1,3,1,5,1,1
0,18516.5747,1,4,3,1,3,2,2,1,0,31,7,1,1,2,1,5,4,1,0,0,1,1,1
0,7320.555206,2,1,1,1,5,3,2,2,4,51,7,2,2,1,2,5,4,1,0,0,2,1,2
0,13797.94522,2,1,1,2,6,3,2,2,2,63,8,2,2,1,10,1,6,2,0,0,2,2,0
0,11238.79177,1,1,2,2,4,2,2,1,4,43,5,1,1,2,1,2,1,1,0,0,1,1,1
0,5766.120022,1,1,1,2,3,2,2,1,2,33,7,1,4,2,1,1,6,2,0,0,1,2,1
0,14097.08067,1,3,3,2,3,2,2,1,0,33,4,1,1,2,9,2,2,1,0,0,1,1,0
0,21564.53996,2,1,1,2,8,4,2,2,4,82,10,4,2,1,4,4,5,1,1,1,3,1,2
0,12072.70647,2,2,1,2,5,3,2,2,0,53,6,2,3,1,10,2,2,1,0,0,2,1,1
0,6869.654508,2,1,1,2,2,1,2,2,0,22,7,2,2,1,10,4,3,1,0,0,2,1,0
0,3071.796754,2,2,1,2,5,3,2,2,0,54,9,2,4,1,10,6,6,2,0,0,2,2,0
0,8160.398994,2,2,1,2,8,4,2,2,10,82,11,2,2,1,10,4,5,1,0,0,2,1,0
0,4347.131385,2,1,1,2,7,3,2,2,4,74,3,2,1,1,10,6,6,2,0,0,2,2,0
0,5672.190313,2,1,1,2,9,4,2,2,8,93,8,2,2,1,10,2,6,2,0,0,2,2,1
0,8754.159138,2,3,1,2,5,3,2,2,4,53,3,2,2,1,2,1,6,1,0,0,2,2,0
0,23583.94112,2,2,1,2,6,3,2,2,4,64,8,2,3,1,2,6,6,2,0,0,2,2,2
0,11447.77481,2,1,1,2,2,1,2,2,4,23,8,2,2,1,2,2,6,2,0,0,2,2,2
0,44513.50224,2,2,1,2,7,3,1,2,2,72,4,2,2,1,10,5,5,1,0,0,2,1,0
0,22482.85984,2,3,3,2,4,2,2,2,2,42,10,2,1,1,2,5,5,1,0,0,2,1,1
0,10948.75884,4,3,5,1,9,4,2,2,2,91,3,6,2,1,4,5,2,1,0,2,4,1,0
0,9969.401445,2,3,1,1,5,3,2,2,3,51,8,2,2,1,10,5,4,1,0,0,2,1,0
0,8191.11954,2,2,1,2,3,2,2,2,2,32,9,4,2,1,4,4,3,1,0,2,2,1,2
0,4016.3287,2,2,1,2,4,2,2,2,3,43,2,2,2,1,10,3,3,1,0,0,2,1,0
0,8682.096167,2,1,1,1,3,2,1,2,4,31,8,2,2,1,2,5,2,1,0,0,2,1,2
0,22764.12477,1,2,1,1,5,3,2,1,0,51,8,1,3,2,9,5,1,1,0,0,1,1,0
0,9751.244437,2,2,1,2,5,3,2,2,2,53,11,2,2,1,10,3,2,1,0,0,2,2,0
0,6183.700811,1,2,1,2,5,3,2,1,0,53,4,1,1,2,9,3,2,1,0,0,1,1,0
0,12413.62053,3,3,3,2,3,2,2,3,5,32,2,3,3,1,2,4,5,1,0,0,3,1,3
0,4290.58386,2,2,1,1,5,3,2,2,10,51,9,2,2,1,10,5,4,1,0,0,2,1,0
0,14065.94131,2,1,1,1,9,4,2,2,1,91,11,4,2,1,6,5,4,1,2,0,4,1,1
0,5504.91268,2,3,1,2,7,3,2,2,4,72,6,2,2,1,10,4,5,1,0,0,2,1,1
0,80132.58534,2,4,1,1,9,4,2,2,7,91,7,2,1,1,10,5,4,1,0,0,2,1,0
0,10132.3247,1,2,1,2,2,1,2,1,4,22,6,1,2,2,9,4,3,1,0,0,1,1,0
0,10471.52881,1,3,2,2,5,3,2,1,0,52,6,1,1,2,1,4,5,1,0,0,1,1,1
0,21672.64048,5,1,1,2,9,4,2,3,6,93,9,6,3,1,4,2,2,1,1,0,6,1,3
0,16399.07091,7,3,1,2,4,2,2,7,3,43,3,7,7,2,2,1,1,1,0,0,7,1,5
0,6929.503447,2,3,2,2,3,2,2,2,8,32,7,2,4,1,2,4,1,1,0,0,2,1,2
0,9648.404997,1,1,3,1,1,1,2,1,5,11,8,1,1,2,9,4,4,1,0,0,1,1,0
0,5941.896552,2,1,1,2,5,3,2,2,10,53,8,3,2,1,6,1,1,1,1,0,3,1,0
0,11077.11262,1,3,3,1,2,1,2,1,2,21,3,1,1,2,1,5,4,1,0,0,1,1,0
0,6643.029627,2,1,1,2,9,4,2,2,4,93,11,2,2,1,2,3,6,2,0,0,2,2,2
0,10854.71519,2,1,1,2,5,3,2,2,10,53,10,4,2,1,6,3,2,1,2,0,4,1,2
0,22495.35052,1,1,1,2,9,4,2,1,4,93,6,1,2,2,9,2,2,1,0,0,1,1,1
0,22784.67622,3,1,1,2,2,1,2,2,4,23,9,3,2,1,10,1,6,2,0,0,3,2,2
0,6780.417274,2,1,1,2,6,3,2,2,2,62,7,2,1,1,2,4,5,1,0,0,2,1,2
0,9974.309161,2,1,1,1,5,3,2,2,4,51,10,2,2,1,10,5,4,1,0,0,2,1,1
0,3390.008398,2,1,1,2,3,2,2,2,6,32,6,2,2,2,2,5,5,1,0,0,2,1,2
0,5130.825776,4,1,1,2,7,3,2,3,18,72,6,4,4,1,8,5,5,1,0,0,4,1,1
0,11197.48396,1,1,4,2,8,4,2,1,2,83,4,1,1,2,9,1,6,2,0,0,1,2,1
0,22287.0771,1,1,1,2,7,3,1,1,5,73,10,1,1,2,9,3,3,1,0,0,1,1,1
0,8660.451267,2,1,2,1,9,4,2,2,2,91,8,2,3,1,2,5,4,1,0,0,2,1,2
0,6768.434994,1,1,1,2,7,3,2,1,1,73,3,1,1,2,9,1,6,1,0,0,1,1,0
0,25088.18569,3,3,4,1,9,4,2,2,6,91,9,3,2,1,2,5,2,1,0,0,3,1,3
0,7081.376231,2,1,1,2,2,1,2,2,4,22,5,2,2,1,10,4,6,2,0,0,2,1,2
0,6617.368137,2,1,1,1,5,3,2,2,2,51,6,2,2,1,10,5,6,2,0,0,2,2,0
0,18659.08525,1,1,3,1,2,1,1,0,2,21,6,1,0,2,1,5,4,1,0,0,1,1,1
0,20290.36181,2,1,1,1,2,1,2,2,2,21,10,2,2,1,2,5,6,1,0,0,2,1,1
0,29446.59196,1,1,1,2,5,3,2,1,2,52,6,1,1,2,1,4,5,1,0,0,1,1,0
0,54481.81662,3,3,1,2,4,2,2,4,12,42,6,8,1,1,4,4,5,1,5,0,8,1,3
0,24746.44882,1,4,5,2,6,3,2,1,2,63,5,1,1,2,1,1,6,2,0,0,1,2,0
0,7055.632855,1,1,3,1,2,1,2,0,0,21,9,1,0,2,9,5,4,1,0,0,1,1,1
0,13214.85186,2,2,4,2,5,3,2,1,0,52,1,2,1,1,2,4,6,2,0,0,2,2,0
0,9542.230701,1,2,1,2,9,4,2,1,0,92,7,1,3,2,9,4,5,1,0,0,1,1,0
0,6336.834803,2,2,1,2,5,3,2,2,2,52,8,2,2,1,10,4,5,1,0,0,2,1,0
0,5535.575916,2,3,3,1,9,4,2,2,4,91,6,2,1,1,2,4,4,1,0,0,2,1,2
0,78306.06582,2,1,1,2,6,3,2,2,0,64,7,2,2,1,2,6,6,2,0,0,2,2,0
0,7248.709295,1,1,1,2,7,3,2,1,2,73,7,1,2,2,1,1,6,2,0,0,1,2,1
0,4924.574706,1,2,1,2,7,3,2,1,3,72,7,1,1,2,9,4,6,2,0,0,1,2,0
0,4528.012306,2,2,1,2,3,2,2,2,4,34,11,2,2,1,2,6,6,2,0,0,2,2,2
0,24505.86858,1,3,3,2,3,2,2,1,2,32,5,1,1,2,1,5,5,1,0,0,1,1,1
0,4797.622405,2,2,1,2,2,1,2,2,2,23,9,2,2,1,10,3,2,1,0,0,2,1,0
0,7992.588081,2,2,2,2,5,3,2,2,8,53,6,2,1,1,10,3,2,1,0,0,2,1,1
0,13976.71237,4,2,1,1,3,2,2,3,2,31,8,4,3,1,8,5,4,1,0,0,4,1,4
0,24617.45769,2,1,1,2,5,3,2,2,2,53,11,4,2,1,4,3,3,1,1,1,3,1,1
0,5375.404233,3,1,1,2,5,3,2,3,13,52,4,3,3,1,8,4,5,1,0,0,3,1,2
0,15294.34657,2,2,1,2,1,1,2,2,6,13,11,2,2,1,10,1,6,2,0,0,2,1,0
0,18311.20182,1,1,1,2,5,3,1,1,21,54,5,4,1,1,3,6,6,1,2,1,3,1,1
0,6458.54624,1,1,1,2,4,2,2,1,0,42,7,1,1,2,1,4,5,1,0,0,1,1,1
0,15384.60142,3,3,3,2,5,3,2,3,2,53,10,3,2,1,8,1,1,1,0,0,3,1,1
0,4188.906137,2,1,1,2,3,2,2,2,14,32,10,2,2,1,2,4,5,1,0,0,2,1,2
0,5768.545802,2,1,1,2,4,2,2,2,10,43,11,6,2,1,4,1,6,2,2,2,4,2,2
0,9775.768634,3,2,1,2,7,3,2,2,0,72,6,3,1,1,10,4,6,1,0,0,3,2,0
0,16119.00958,1,3,1,2,5,3,2,1,4,52,8,1,2,2,9,4,5,1,0,0,1,1,0
0,12197.46354,1,2,4,2,7,3,2,1,12,73,4,3,1,1,5,1,6,2,2,0,3,2,0
0,25573.61259,1,1,1,2,8,4,1,1,0,82,3,1,2,2,1,5,2,1,0,0,1,1,1
0,7591.106258,1,3,3,1,5,3,2,1,0,51,6,1,1,2,1,4,4,1,0,0,1,1,1
0,10871.47858,3,2,1,2,3,2,2,3,6,33,8,3,4,1,2,1,6,2,0,0,3,2,2
0,15991.27492,2,1,1,2,7,3,2,2,5,72,8,2,2,1,10,5,5,1,0,0,2,1,0
0,52613.99948,2,3,3,2,7,3,2,2,2,72,7,2,2,1,2,5,5,1,0,0,2,1,1
0,6331.145098,2,1,1,2,9,4,2,2,0,92,10,2,2,1,10,5,5,1,0,0,2,1,1
0,18100.1691,2,2,1,2,3,2,2,2,3,34,10,2,2,1,2,6,6,1,0,0,2,1,2
0,6076.7051,2,2,1,2,4,2,2,2,2,42,8,2,2,1,10,4,5,1,0,0,2,1,0
0,9585.673761,2,2,1,2,9,4,2,2,4,92,9,2,4,1,10,4,5,1,0,0,2,1,0
0,14108.804,2,1,1,2,4,2,2,3,8,42,8,4,3,1,6,5,5,1,2,0,4,1,3
0,8211.473006,2,1,1,2,7,3,2,2,5,72,9,2,2,1,10,5,5,1,0,0,2,2,0
0,5282.086388,2,2,4,2,5,3,2,2,2,52,4,2,1,1,10,5,5,1,0,0,2,1,0
0,3171.350125,2,1,1,2,4,2,2,2,6,42,6,2,2,1,10,4,6,2,0,0,2,2,0
0,53992.10397,2,1,1,2,7,3,2,2,7,72,6,4,2,1,4,4,5,1,2,0,4,1,0
0,20643.29938,2,2,1,2,4,2,2,2,2,42,7,2,4,1,10,4,5,1,0,0,2,1,0
0,24356.71636,1,3,3,2,7,3,2,1,2,73,6,1,1,2,1,2,2,1,0,0,1,1,1
0,42109.69305,1,3,3,2,2,1,2,1,0,23,1,1,1,2,1,1,6,1,0,0,1,1,0
0,13309.30987,2,2,1,2,8,4,2,2,2,83,7,2,2,1,10,3,3,1,0,0,2,1,0
0,17053.71786,1,1,2,1,5,3,2,1,4,51,7,1,1,2,1,4,4,1,0,0,1,1,1
0,6605.818944,1,3,3,2,3,2,2,1,4,32,7,1,1,2,1,4,5,1,0,0,1,1,1
0,926.6741072,2,1,1,2,9,4,2,2,10,94,9,2,3,1,10,6,6,2,0,0,2,2,2
0,13968.6481,2,2,2,1,2,1,2,2,4,21,10,2,2,1,10,5,4,1,0,0,2,1,0
0,9504.534006,2,2,1,2,5,3,2,2,2,53,5,2,2,1,10,3,3,1,0,0,2,1,0
0,19740.53742,1,3,3,1,9,4,2,0,2,91,5,1,0,2,1,5,4,1,0,0,1,1,0
0,6602.261031,2,1,1,2,8,4,2,4,17,84,11,6,4,1,6,6,6,1,4,0,6,1,1
0,7235.522394,2,2,1,2,4,2,2,2,2,43,8,2,5,1,10,1,6,2,0,0,2,2,0
0,6865.147006,2,2,1,1,2,1,2,2,3,21,10,2,2,1,10,5,4,1,0,0,2,1,0
0,86199.33121,4,2,1,1,2,1,2,4,16,21,10,4,4,1,8,5,4,1,0,0,4,1,4
0,8181.255107,2,3,3,2,8,4,1,2,8,82,6,2,2,1,2,4,5,1,0,0,2,1,2
0,7509.480228,2,2,1,2,5,3,2,2,14,53,8,3,3,1,6,3,2,1,1,0,3,1,1
0,6883.594781,3,2,1,2,5,3,2,2,2,53,6,3,2,1,10,3,2,1,0,0,3,1,2
0,20453.93505,1,2,2,2,3,2,2,1,3,33,4,1,2,2,9,1,2,1,0,0,1,1,0
0,12021.49312,2,1,1,1,5,3,2,2,10,51,9,4,2,1,6,4,4,1,2,0,4,1,2
0,12222.54361,2,1,1,1,9,4,2,2,20,91,11,4,3,1,6,5,4,1,2,0,4,1,0
0,11934.63811,2,2,2,2,3,2,2,2,12,34,6,2,2,1,10,6,6,2,0,0,2,2,1
0,6845.515032,2,1,1,2,6,3,2,2,0,63,10,7,2,1,6,3,2,1,5,0,7,1,1
0,9771.711659,2,1,2,2,4,2,2,2,2,43,10,2,2,1,10,1,1,1,0,0,2,1,2
0,37444.09697,2,1,2,2,4,2,2,1,0,42,10,2,1,1,10,4,5,1,0,0,2,1,0
0,6770.532939,1,3,3,1,3,2,2,0,0,31,1,1,0,2,1,5,4,1,0,0,1,1,0
0,12485.51643,1,3,3,1,5,3,2,1,3,51,8,1,1,2,1,5,4,1,0,0,1,1,1
0,26439.6576,2,3,1,2,2,1,2,2,2,23,7,3,1,1,4,1,6,2,0,1,2,2,0
0,14281.97924,2,3,1,2,4,2,2,1,0,43,1,2,1,1,2,1,1,1,0,0,2,1,0
0,18690.07482,2,1,1,2,9,4,2,2,0,92,11,3,2,1,6,5,5,1,1,0,3,1,2
0,7689.636428,2,1,1,2,8,4,2,2,2,82,6,2,3,1,10,4,5,1,0,0,2,1,0
0,18737.89495,3,1,1,2,2,1,1,3,9,23,8,3,3,1,10,3,6,1,0,0,3,1,0
0,5378.09829,2,3,3,2,8,4,2,2,4,82,6,2,1,1,2,4,5,1,0,0,2,1,2
0,4542.90385,2,2,1,2,3,2,2,2,6,33,11,2,2,1,10,2,2,1,0,0,2,1,1
0,4999.104229,1,2,3,1,5,3,2,1,2,51,8,1,1,2,1,5,4,1,0,0,1,1,1
0,17135.31954,2,1,1,2,2,1,1,2,10,23,11,4,2,1,6,1,1,1,2,0,4,1,2
0,25697.23403,4,1,1,2,1,1,2,4,2,13,11,4,4,1,8,2,6,2,0,0,4,2,2
0,28319.35019,2,1,1,2,6,3,2,2,11,62,7,2,2,1,10,4,6,2,0,0,2,2,1
0,9336.694781,1,2,4,2,7,3,2,1,3,73,5,1,1,2,9,1,6,2,0,0,1,2,0
0,8673.844789,2,1,1,2,5,3,2,2,26,53,7,5,2,1,4,3,2,1,2,1,4,1,2
0,9818.372892,1,1,1,2,9,4,2,1,2,92,9,1,2,2,9,5,5,1,0,0,1,1,0
0,4636.500467,4,1,1,2,9,4,2,3,0,93,11,4,3,1,2,2,2,1,0,0,4,1,3
0,16594.87354,2,1,1,2,3,2,1,2,3,32,6,2,2,1,2,4,5,1,0,0,2,1,1
0,14581.61004,1,3,3,2,1,1,2,1,2,13,2,1,1,2,9,1,1,1,0,0,1,1,0
0,10430.33998,3,1,1,2,5,3,2,3,3,53,8,4,3,1,6,1,6,2,1,0,4,2,2
0,38836.22269,2,2,1,2,9,4,2,2,0,92,4,2,2,1,10,4,5,1,0,0,2,1,0
0,13672.64944,1,2,1,1,9,4,2,1,3,91,6,1,1,2,9,5,2,1,0,0,1,1,0
0,20366.61355,2,2,2,1,9,4,2,2,0,91,6,2,3,1,2,5,4,1,0,0,2,1,1
0,46864.60094,1,3,3,2,3,2,2,1,3,33,1,1,1,2,1,1,1,1,0,0,1,1,0
0,49535.99301,1,2,1,2,7,3,2,1,0,74,3,1,1,2,1,6,6,2,0,0,1,2,0
0,28993.50581,2,1,1,1,5,3,2,2,9,51,8,5,3,1,4,5,6,2,2,1,4,2,2
0,5145.977596,2,3,3,2,6,3,2,2,2,63,8,2,2,1,2,3,3,1,0,0,2,1,2
0,5336.655067,2,2,1,2,1,1,2,2,3,12,8,2,2,1,10,4,3,1,0,0,2,1,0
0,6013.17756,1,4,5,2,5,3,2,1,0,53,6,1,1,2,9,3,6,2,0,0,1,2,0
0,6352.221594,2,2,1,2,6,3,2,2,3,63,4,2,2,1,10,2,1,1,0,0,2,1,0
1,18143.26855,2,1,1,1,9,4,2,2,12,91,11,4,2,1,4,5,3,1,1,1,3,1,2
0,12508.06956,2,1,1,2,7,3,2,2,2,72,7,2,3,1,2,5,2,1,0,0,2,1,2
0,26310.23931,3,1,1,1,3,2,2,3,4,31,8,3,2,1,10,5,4,1,0,0,3,1,1
0,9168.23407,3,1,1,2,3,2,2,2,0,32,3,3,2,1,10,4,5,1,0,0,3,1,0
0,16745.72539,1,2,1,1,5,3,2,1,2,51,8,1,1,2,1,5,4,1,0,0,1,1,1
0,4436.752916,1,2,1,2,7,3,2,1,4,72,4,1,1,2,9,4,3,1,0,0,1,1,0
0,10248.88136,1,1,1,1,3,2,2,3,4,31,8,5,3,1,5,5,4,1,4,0,5,1,2
0,9108.280202,1,2,1,2,7,3,2,1,6,72,8,3,1,1,5,5,5,1,2,0,3,1,0
0,4241.901967,2,2,1,1,5,3,2,2,12,51,6,2,2,1,10,5,4,1,0,0,2,1,0
0,36035.34735,2,1,1,2,3,2,2,2,6,32,11,5,3,1,6,4,5,1,3,0,4,1,2
0,9993.953577,2,1,1,2,5,3,2,2,6,52,10,2,2,1,2,4,5,1,0,0,2,1,1
0,4479.644996,2,1,1,2,3,2,2,2,4,33,10,2,3,2,2,1,6,2,0,0,2,2,2
0,9461.118235,3,1,1,2,2,1,2,3,8,23,11,3,3,1,8,1,6,2,0,0,3,2,2
0,25564.23411,2,3,3,2,8,4,2,1,4,82,4,2,2,1,2,4,3,1,0,0,2,1,1
0,18863.05274,2,1,1,1,3,2,2,2,4,31,11,3,2,1,4,5,4,1,0,1,2,1,2
0,8035.169548,2,1,1,1,3,2,2,1,12,31,7,2,2,1,2,4,4,1,0,0,2,1,1
0,14219.98525,1,3,3,1,2,1,2,1,0,21,6,1,1,2,9,5,4,1,0,0,1,1,0
0,18683.44733,2,2,1,2,9,4,2,2,2,93,1,2,2,1,10,1,6,2,0,0,2,2,1
0,7872.791009,2,1,3,1,1,1,2,1,2,13,6,2,1,1,10,3,3,1,0,0,2,1,0
0,52846.05991,2,1,3,2,9,4,2,2,2,92,10,3,1,1,4,5,5,1,0,1,2,1,1
0,8167.72096,2,2,1,2,2,1,2,2,9,22,3,2,2,1,10,4,5,1,0,0,2,1,2
0,13694.51476,1,3,3,2,4,2,2,1,0,43,3,1,1,2,1,1,6,1,0,0,1,1,1
0,9409.091266,1,1,1,2,4,2,2,1,2,42,6,1,1,2,1,4,5,1,0,0,1,1,1
0,26831.52609,2,1,1,1,9,4,1,2,2,91,11,2,4,1,10,5,4,1,0,0,2,1,0
0,54154.6084,1,3,3,1,9,4,2,1,0,91,1,1,1,2,1,5,4,1,0,0,1,1,1
0,38692.09958,3,3,1,2,9,4,1,1,2,93,6,5,1,1,6,3,2,1,2,0,5,1,1
0,7277.885407,2,4,4,2,6,3,2,2,0,63,5,2,1,2,10,1,6,2,0,0,2,2,1
0,8830.283376,3,2,1,2,3,2,2,3,2,33,11,3,4,1,8,1,6,1,0,0,3,1,2
0,5037.416874,2,2,1,2,7,3,2,1,3,74,4,2,1,1,10,6,6,2,0,0,2,2,1
0,9108.614044,2,1,1,2,4,2,2,2,0,43,10,4,2,1,6,2,2,1,2,0,4,1,2
0,7783.911176,2,2,1,2,7,3,2,2,4,73,8,2,2,1,10,1,1,1,0,0,2,1,0
0,4754.785047,2,2,2,1,1,1,2,2,4,11,9,2,2,1,2,4,4,1,0,0,2,1,2
0,15005.23728,2,1,1,2,3,2,2,2,4,32,7,7,2,1,4,5,6,2,3,2,5,1,2
